State,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
Alabama,AL,1,1975,.,100,48.79,35.39
Alabama,AL,1,1976,8.19,108.19,52.79,38.29
Alabama,AL,1,1977,10.33,119.37,58.24,42.24
Alabama,AL,1,1978,7.91,128.81,62.85,45.59
Alabama,AL,1,1979,10.97,142.94,69.74,50.59
Alabama,AL,1,1980,5.11,150.24,73.3,53.17
Alabama,AL,1,1981,3.32,155.22,75.73,54.93
Alabama,AL,1,1982,-0.26,154.82,75.53,54.79
Alabama,AL,1,1983,5.18,162.84,79.45,57.63
Alabama,AL,1,1984,6.02,172.64,84.23,61.1
Alabama,AL,1,1985,2.56,177.06,86.38,62.66
Alabama,AL,1,1986,4.85,185.64,90.57,65.7
Alabama,AL,1,1987,4.09,193.23,94.27,68.38
Alabama,AL,1,1988,2.57,198.2,96.7,70.14
Alabama,AL,1,1989,1.73,201.64,98.38,71.36
Alabama,AL,1,1990,1.65,204.96,100,72.54
Alabama,AL,1,1991,2.44,209.96,102.44,74.3
Alabama,AL,1,1992,2.68,215.58,105.18,76.29
Alabama,AL,1,1993,3.28,222.65,108.63,78.8
Alabama,AL,1,1994,3.42,230.27,112.35,81.49
Alabama,AL,1,1995,4.16,239.84,117.02,84.88
Alabama,AL,1,1996,3.36,247.9,120.95,87.73
Alabama,AL,1,1997,3.74,257.18,125.48,91.02
Alabama,AL,1,1998,3.8,266.96,130.25,94.48
Alabama,AL,1,1999,2.51,273.66,133.52,96.85
Alabama,AL,1,2000,3.26,282.57,137.86,100
Alabama,AL,1,2001,4.15,294.28,143.58,104.15
Alabama,AL,1,2002,2.16,300.64,146.68,106.39
Alabama,AL,1,2003,2.3,307.54,150.04,108.84
Alabama,AL,1,2004,3.32,317.76,155.03,112.45
Alabama,AL,1,2005,6.87,339.6,165.69,120.18
Alabama,AL,1,2006,7.88,366.35,178.74,129.65
Alabama,AL,1,2007,4.12,381.43,186.1,134.99
Alabama,AL,1,2008,0.84,384.65,187.66,136.13
Alabama,AL,1,2009,-2.33,375.67,183.29,132.95
Alabama,AL,1,2010,-4.42,359.08,175.19,127.08
Alabama,AL,1,2011,-3.38,346.95,169.27,122.78
Alabama,AL,1,2012,-1.55,341.58,166.65,120.89
Alabama,AL,1,2013,-0.56,339.66,165.72,120.2
Alabama,AL,1,2014,1.31,344.12,167.89,121.78
Alabama,AL,1,2015,2.32,352.11,171.79,124.61
Alabama,AL,1,2016,2.63,361.39,176.32,127.9
Alabama,AL,1,2017,3.16,372.82,181.9,131.94
Alabama,AL,1,2018,4.42,389.3,189.94,137.77
Alabama,AL,1,2019,4.55,407.03,198.58,144.05
Alabama,AL,1,2020,4.05,423.5,206.62,149.88
Alabama,AL,1,2021,10.6,468.41,228.53,165.77
Alabama,AL,1,2022,16.08,543.72,265.28,192.42
Alabama,AL,1,2023,7.07,582.14,284.02,206.02
Alaska,AK,2,1975,.,100,57.27,38.16
Alaska,AK,2,1976,9.21,109.21,62.55,41.68
Alaska,AK,2,1977,7.88,117.82,67.48,44.96
Alaska,AK,2,1978,10.16,129.79,74.34,49.53
Alaska,AK,2,1979,11.11,144.21,82.6,55.03
Alaska,AK,2,1980,-5.28,136.59,78.23,52.12
Alaska,AK,2,1981,21.15,165.48,94.78,63.15
Alaska,AK,2,1982,24.77,206.47,118.26,78.79
Alaska,AK,2,1983,5.86,218.57,125.18,83.41
Alaska,AK,2,1984,6.77,233.36,133.66,89.05
Alaska,AK,2,1985,-5.5,220.53,126.31,84.16
Alaska,AK,2,1986,-3.71,212.34,121.62,81.03
Alaska,AK,2,1987,-14.89,180.73,103.51,68.97
Alaska,AK,2,1988,5.46,190.61,109.17,72.74
Alaska,AK,2,1989,-9.85,171.83,98.41,65.57
Alaska,AK,2,1990,1.61,174.6,100,66.63
Alaska,AK,2,1991,12.33,196.12,112.33,74.84
Alaska,AK,2,1992,3.99,203.95,116.81,77.83
Alaska,AK,2,1993,1.39,206.79,118.44,78.92
Alaska,AK,2,1994,4.04,215.15,123.23,82.1
Alaska,AK,2,1995,4.77,225.4,129.1,86.02
Alaska,AK,2,1996,4.12,234.69,134.42,89.56
Alaska,AK,2,1997,2.88,241.45,138.29,92.14
Alaska,AK,2,1998,2.38,247.21,141.59,94.34
Alaska,AK,2,1999,3.64,256.21,146.75,97.78
Alaska,AK,2,2000,2.27,262.04,150.08,100
Alaska,AK,2,2001,4.93,274.96,157.48,104.93
Alaska,AK,2,2002,4.47,287.25,164.52,109.62
Alaska,AK,2,2003,3.31,296.76,169.97,113.25
Alaska,AK,2,2004,10.29,327.3,187.46,124.9
Alaska,AK,2,2005,12.72,368.92,211.3,140.79
Alaska,AK,2,2006,10.03,405.92,232.49,154.91
Alaska,AK,2,2007,3.41,419.76,240.42,160.19
Alaska,AK,2,2008,-0.4,418.08,239.45,159.55
Alaska,AK,2,2009,-1.35,412.44,236.22,157.39
Alaska,AK,2,2010,-0.46,410.53,235.13,156.67
Alaska,AK,2,2011,0.41,412.21,236.09,157.31
Alaska,AK,2,2012,0.23,413.17,236.64,157.67
Alaska,AK,2,2013,2.61,423.94,242.81,161.78
Alaska,AK,2,2014,2.48,434.47,248.84,165.8
Alaska,AK,2,2015,3.09,447.91,256.54,170.93
Alaska,AK,2,2016,1.87,456.28,261.33,174.12
Alaska,AK,2,2017,1.34,462.4,264.84,176.46
Alaska,AK,2,2018,1.43,469,268.62,178.98
Alaska,AK,2,2019,2.11,478.9,274.29,182.76
Alaska,AK,2,2020,2.29,489.85,280.56,186.93
Alaska,AK,2,2021,6.66,522.45,299.23,199.38
Alaska,AK,2,2022,12.35,586.96,336.18,224
Alaska,AK,2,2023,6.84,627.1,359.17,239.31
Arizona,AZ,4,1975,.,100,43.56,29.24
Arizona,AZ,4,1976,3.86,103.86,45.24,30.37
Arizona,AZ,4,1977,8.94,113.14,49.28,33.08
Arizona,AZ,4,1978,15.59,130.78,56.97,38.24
Arizona,AZ,4,1979,22.35,160.02,69.7,46.79
Arizona,AZ,4,1980,11.59,178.56,77.78,52.21
Arizona,AZ,4,1981,8.04,192.91,84.03,56.4
Arizona,AZ,4,1982,-6.18,180.99,78.84,52.92
Arizona,AZ,4,1983,11.48,201.76,87.89,58.99
Arizona,AZ,4,1984,4.45,210.75,91.8,61.62
Arizona,AZ,4,1985,4.14,219.48,95.61,64.17
Arizona,AZ,4,1986,4.86,230.15,100.25,67.29
Arizona,AZ,4,1987,1.55,233.7,101.8,68.33
Arizona,AZ,4,1988,-0.9,231.61,100.89,67.72
Arizona,AZ,4,1989,-0.64,230.12,100.24,67.28
Arizona,AZ,4,1990,-0.24,229.57,100,67.12
Arizona,AZ,4,1991,2.09,234.36,102.09,68.52
Arizona,AZ,4,1992,2.03,239.11,104.16,69.91
Arizona,AZ,4,1993,1.83,243.49,106.06,71.19
Arizona,AZ,4,1994,4.74,255.03,111.09,74.57
Arizona,AZ,4,1995,6.52,271.66,118.33,79.43
Arizona,AZ,4,1996,4.16,282.97,123.26,82.74
Arizona,AZ,4,1997,4.1,294.57,128.31,86.13
Arizona,AZ,4,1998,4.32,307.3,133.86,89.85
Arizona,AZ,4,1999,4.04,319.73,139.27,93.48
Arizona,AZ,4,2000,6.97,342.01,148.98,100
Arizona,AZ,4,2001,6.02,362.62,157.95,106.02
Arizona,AZ,4,2002,4.88,380.32,165.67,111.2
Arizona,AZ,4,2003,3.94,395.3,172.19,115.58
Arizona,AZ,4,2004,11.8,441.93,192.5,129.21
Arizona,AZ,4,2005,31.69,581.97,253.5,170.16
Arizona,AZ,4,2006,17.88,686.02,298.83,200.59
Arizona,AZ,4,2007,-1.19,677.89,295.29,198.21
Arizona,AZ,4,2008,-12.15,595.5,259.4,174.12
Arizona,AZ,4,2009,-18.53,485.12,211.32,141.84
Arizona,AZ,4,2010,-13.12,421.48,183.6,123.24
Arizona,AZ,4,2011,-10.77,376.08,163.82,109.96
Arizona,AZ,4,2012,4.3,392.23,170.86,114.68
Arizona,AZ,4,2013,12.16,439.92,191.63,128.63
Arizona,AZ,4,2014,10.34,485.4,211.44,141.93
Arizona,AZ,4,2015,5.63,512.73,223.34,149.92
Arizona,AZ,4,2016,7.02,548.7,239.01,160.43
Arizona,AZ,4,2017,7.52,589.97,256.99,172.5
Arizona,AZ,4,2018,7.76,635.76,276.94,185.89
Arizona,AZ,4,2019,6.81,679.07,295.8,198.55
Arizona,AZ,4,2020,6.54,723.45,315.13,211.53
Arizona,AZ,4,2021,18.98,860.73,374.93,251.67
Arizona,AZ,4,2022,21.52,1045.92,455.6,305.82
Arizona,AZ,4,2023,2.23,1069.25,465.76,312.64
Arkansas,AR,5,1975,.,100,49.22,35.82
Arkansas,AR,5,1976,9.36,109.36,53.82,39.17
Arkansas,AR,5,1977,12.14,122.63,60.36,43.93
Arkansas,AR,5,1978,7.77,132.16,65.04,47.34
Arkansas,AR,5,1979,15.85,153.11,75.35,54.84
Arkansas,AR,5,1980,6.45,162.99,80.22,58.38
Arkansas,AR,5,1981,4.66,170.58,83.95,61.1
Arkansas,AR,5,1982,0.58,171.56,84.44,61.45
Arkansas,AR,5,1983,9.02,187.04,92.05,67
Arkansas,AR,5,1984,2.27,191.29,94.15,68.52
Arkansas,AR,5,1985,1.74,194.62,95.79,69.71
Arkansas,AR,5,1986,3.23,200.91,98.88,71.96
Arkansas,AR,5,1987,1.1,203.12,99.97,72.76
Arkansas,AR,5,1988,-1.22,200.65,98.75,71.87
Arkansas,AR,5,1989,0.28,201.2,99.02,72.07
Arkansas,AR,5,1990,0.99,203.18,100,72.78
Arkansas,AR,5,1991,1.75,206.74,101.75,74.05
Arkansas,AR,5,1992,2.52,211.95,104.32,75.92
Arkansas,AR,5,1993,3.89,220.2,108.38,78.87
Arkansas,AR,5,1994,4.96,231.13,113.76,82.79
Arkansas,AR,5,1995,5.4,243.62,119.9,87.26
Arkansas,AR,5,1996,2.89,250.66,123.37,89.78
Arkansas,AR,5,1997,2.75,257.55,126.76,92.25
Arkansas,AR,5,1998,2.99,265.25,130.55,95.01
Arkansas,AR,5,1999,2.2,271.09,133.42,97.1
Arkansas,AR,5,2000,2.99,279.18,137.4,100
Arkansas,AR,5,2001,4.58,291.97,143.7,104.58
Arkansas,AR,5,2002,2.69,299.82,147.56,107.39
Arkansas,AR,5,2003,2.56,307.5,151.34,110.15
Arkansas,AR,5,2004,5.62,324.77,159.84,116.33
Arkansas,AR,5,2005,7.24,348.27,171.41,124.75
Arkansas,AR,5,2006,5.91,368.85,181.54,132.12
Arkansas,AR,5,2007,2.5,378.07,186.08,135.42
Arkansas,AR,5,2008,-0.5,376.19,185.15,134.75
Arkansas,AR,5,2009,-2,368.65,181.44,132.05
Arkansas,AR,5,2010,-2.92,357.87,176.13,128.19
Arkansas,AR,5,2011,-1.65,351.98,173.23,126.08
Arkansas,AR,5,2012,-0.22,351.2,172.85,125.8
Arkansas,AR,5,2013,1.21,355.45,174.94,127.32
Arkansas,AR,5,2014,1.5,360.77,177.56,129.23
Arkansas,AR,5,2015,2.28,368.99,181.6,132.17
Arkansas,AR,5,2016,2.45,378.03,186.05,135.41
Arkansas,AR,5,2017,3.51,391.3,192.58,140.16
Arkansas,AR,5,2018,4.22,407.81,200.71,146.08
Arkansas,AR,5,2019,3.36,421.5,207.45,150.98
Arkansas,AR,5,2020,2.71,432.93,213.07,155.07
Arkansas,AR,5,2021,11.07,480.86,236.67,172.24
Arkansas,AR,5,2022,16.57,560.54,275.88,200.78
Arkansas,AR,5,2023,8.78,609.78,300.11,218.42
California,CA,6,1975,.,100,19.32,16.48
California,CA,6,1976,18.89,118.89,22.97,19.59
California,CA,6,1977,25.32,148.98,28.79,24.55
California,CA,6,1978,19.07,177.39,34.28,29.24
California,CA,6,1979,16.64,206.9,39.98,34.1
California,CA,6,1980,16.37,240.77,46.53,39.68
California,CA,6,1981,9.95,264.73,51.16,43.63
California,CA,6,1982,-6.69,247.03,47.74,40.71
California,CA,6,1983,9.73,271.07,52.38,44.68
California,CA,6,1984,3.11,279.49,54.01,46.06
California,CA,6,1985,5.51,294.89,56.99,48.6
California,CA,6,1986,5.97,312.49,60.39,51.5
California,CA,6,1987,8.56,339.23,65.56,55.91
California,CA,6,1988,16.84,396.36,76.59,65.32
California,CA,6,1989,22.69,486.3,93.98,80.15
California,CA,6,1990,6.41,517.47,100,85.29
California,CA,6,1991,-0.59,514.44,99.41,84.79
California,CA,6,1992,-1.83,505.04,97.6,83.24
California,CA,6,1993,-5.21,478.71,92.51,78.9
California,CA,6,1994,-3.16,463.61,89.59,76.41
California,CA,6,1995,-2.73,450.97,87.15,74.33
California,CA,6,1996,-0.22,449.99,86.96,74.16
California,CA,6,1997,2.57,461.54,89.19,76.07
California,CA,6,1998,8.11,498.97,96.43,82.24
California,CA,6,1999,6.57,531.74,102.76,87.64
California,CA,6,2000,14.11,606.75,117.25,100
California,CA,6,2001,12.06,679.92,131.39,112.06
California,CA,6,2002,10.5,751.34,145.19,123.83
California,CA,6,2003,9.9,825.74,159.57,136.09
California,CA,6,2004,20.84,997.84,192.83,164.46
California,CA,6,2005,25.96,1256.88,242.89,207.15
California,CA,6,2006,10.46,1388.33,268.29,228.82
California,CA,6,2007,-4.53,1325.4,256.13,218.44
California,CA,6,2008,-19.76,1063.49,205.52,175.28
California,CA,6,2009,-15.19,901.9,174.29,148.64
California,CA,6,2010,-3.33,871.83,168.48,143.69
California,CA,6,2011,-5.94,820.03,158.47,135.15
California,CA,6,2012,-0.28,817.76,158.03,134.78
California,CA,6,2013,10.51,903.68,174.63,148.94
California,CA,6,2014,14.05,1030.62,199.17,169.86
California,CA,6,2015,5.77,1090.07,210.65,179.66
California,CA,6,2016,7.75,1174.52,226.97,193.58
California,CA,6,2017,6.44,1250.12,241.58,206.04
California,CA,6,2018,6.45,1330.73,257.16,219.32
California,CA,6,2019,3.22,1373.52,265.43,226.38
California,CA,6,2020,2.25,1404.46,271.41,231.47
California,CA,6,2021,12.65,1582.09,305.74,260.75
California,CA,6,2022,16,1835.22,354.65,302.47
California,CA,6,2023,2.01,1872.04,361.77,308.54
Colorado,CO,8,1975,.,100,41.91,20.84
Colorado,CO,8,1976,9.24,109.24,45.79,22.76
Colorado,CO,8,1977,14.99,125.62,52.65,26.18
Colorado,CO,8,1978,19.02,149.51,62.66,31.15
Colorado,CO,8,1979,17.07,175.02,73.35,36.47
Colorado,CO,8,1980,9.57,191.78,80.38,39.96
Colorado,CO,8,1981,6.86,204.94,85.89,42.7
Colorado,CO,8,1982,11.6,228.71,95.86,47.66
Colorado,CO,8,1983,2.14,233.61,97.91,48.68
Colorado,CO,8,1984,0.25,234.19,98.15,48.8
Colorado,CO,8,1985,-0.22,233.67,97.94,48.69
Colorado,CO,8,1986,2.1,238.59,100,49.72
Colorado,CO,8,1987,-1.14,235.87,98.86,49.15
Colorado,CO,8,1988,-2.31,230.42,96.58,48.01
Colorado,CO,8,1989,1.1,232.95,97.63,48.54
Colorado,CO,8,1990,2.42,238.59,100,49.72
Colorado,CO,8,1991,3.31,246.5,103.31,51.37
Colorado,CO,8,1992,5.73,260.63,109.24,54.31
Colorado,CO,8,1993,8.65,283.18,118.69,59.01
Colorado,CO,8,1994,10,311.49,130.55,64.91
Colorado,CO,8,1995,9.23,340.24,142.6,70.9
Colorado,CO,8,1996,4.83,356.67,149.49,74.32
Colorado,CO,8,1997,5.45,376.1,157.63,78.37
Colorado,CO,8,1998,4.74,393.95,165.11,82.09
Colorado,CO,8,1999,7.49,423.46,177.48,88.24
Colorado,CO,8,2000,13.33,479.9,201.14,100
Colorado,CO,8,2001,8.16,519.07,217.55,108.16
Colorado,CO,8,2002,4.2,540.89,226.7,112.71
Colorado,CO,8,2003,0.86,545.54,228.65,113.68
Colorado,CO,8,2004,3.01,561.98,235.54,117.1
Colorado,CO,8,2005,5.03,590.26,247.39,123
Colorado,CO,8,2006,3.46,610.67,255.94,127.25
Colorado,CO,8,2007,0.83,615.75,258.07,128.31
Colorado,CO,8,2008,-1.11,608.93,255.21,126.89
Colorado,CO,8,2009,-1.64,598.94,251.03,124.81
Colorado,CO,8,2010,-4.15,574.08,240.61,119.62
Colorado,CO,8,2011,-3.24,555.46,232.81,115.75
Colorado,CO,8,2012,0.76,559.7,234.58,116.63
Colorado,CO,8,2013,5.35,589.63,247.13,122.87
Colorado,CO,8,2014,9.19,643.81,269.83,134.15
Colorado,CO,8,2015,9.6,705.63,295.74,147.04
Colorado,CO,8,2016,10.45,779.35,326.64,162.4
Colorado,CO,8,2017,8.74,847.44,355.18,176.59
Colorado,CO,8,2018,8.25,917.36,384.49,191.16
Colorado,CO,8,2019,4.74,960.89,402.73,200.23
Colorado,CO,8,2020,2.84,988.17,414.16,205.91
Colorado,CO,8,2021,12.98,1116.41,467.91,232.63
Colorado,CO,8,2022,16.64,1302.2,545.78,271.35
Colorado,CO,8,2023,2.1,1329.51,557.23,277.04
Connecticut,CT,9,1975,.,100,24.8,23.23
Connecticut,CT,9,1976,5.77,105.77,26.23,24.57
Connecticut,CT,9,1977,6.16,112.29,27.85,26.08
Connecticut,CT,9,1978,18.49,133.05,33,30.9
Connecticut,CT,9,1979,20.92,160.89,39.9,37.37
Connecticut,CT,9,1980,5.82,170.26,42.22,39.54
Connecticut,CT,9,1981,8.09,184.03,45.64,42.74
Connecticut,CT,9,1982,2.36,188.37,46.72,43.75
Connecticut,CT,9,1983,7.62,202.72,50.27,47.08
Connecticut,CT,9,1984,14.32,231.74,57.47,53.82
Connecticut,CT,9,1985,14.61,265.6,65.87,61.69
Connecticut,CT,9,1986,19.25,316.73,78.55,73.56
Connecticut,CT,9,1987,21.85,385.94,95.71,89.63
Connecticut,CT,9,1988,11.74,431.23,106.95,100.15
Connecticut,CT,9,1989,-1.57,424.47,105.27,98.58
Connecticut,CT,9,1990,-5.01,403.22,100,93.65
Connecticut,CT,9,1991,-5.61,380.62,94.39,88.4
Connecticut,CT,9,1992,-1.73,374.02,92.76,86.87
Connecticut,CT,9,1993,-2.86,363.32,90.1,84.38
Connecticut,CT,9,1994,-2.05,355.88,88.26,82.65
Connecticut,CT,9,1995,-0.89,352.73,87.48,81.92
Connecticut,CT,9,1996,1.1,356.61,88.44,82.82
Connecticut,CT,9,1997,1.13,360.64,89.44,83.76
Connecticut,CT,9,1998,4.2,375.78,93.19,87.27
Connecticut,CT,9,1999,4.8,393.82,97.67,91.46
Connecticut,CT,9,2000,9.33,430.57,106.78,100
Connecticut,CT,9,2001,7.91,464.61,115.22,107.91
Connecticut,CT,9,2002,8.57,504.41,125.09,117.15
Connecticut,CT,9,2003,6.19,535.63,132.84,124.4
Connecticut,CT,9,2004,11.32,596.24,147.87,138.48
Connecticut,CT,9,2005,12.59,671.32,166.49,155.91
Connecticut,CT,9,2006,5.86,710.69,176.25,165.06
Connecticut,CT,9,2007,-0.02,710.59,176.23,165.03
Connecticut,CT,9,2008,-3.65,684.62,169.79,159
Connecticut,CT,9,2009,-7.27,634.86,157.45,147.45
Connecticut,CT,9,2010,-4.09,608.89,151.01,141.42
Connecticut,CT,9,2011,-3.63,586.77,145.52,136.28
Connecticut,CT,9,2012,-2.99,569.25,141.17,132.21
Connecticut,CT,9,2013,-0.77,564.89,140.09,131.2
Connecticut,CT,9,2014,-0.05,564.62,140.03,131.13
Connecticut,CT,9,2015,1.3,571.96,141.85,132.84
Connecticut,CT,9,2016,0.1,572.56,142,132.98
Connecticut,CT,9,2017,1.1,578.83,143.55,134.44
Connecticut,CT,9,2018,1.62,588.22,145.88,136.61
Connecticut,CT,9,2019,2.23,601.31,149.12,139.65
Connecticut,CT,9,2020,2.99,619.26,153.58,143.82
Connecticut,CT,9,2021,11.88,692.83,171.82,160.91
Connecticut,CT,9,2022,13.72,787.85,195.39,182.98
Connecticut,CT,9,2023,10.34,869.36,215.6,201.91
Delaware,DE,10,1975,.,100,35.64,30.59
Delaware,DE,10,1976,4.56,104.56,37.27,31.99
Delaware,DE,10,1977,-3.06,101.36,36.13,31.01
Delaware,DE,10,1978,5.67,107.11,38.18,32.77
Delaware,DE,10,1979,6.56,114.13,40.68,34.92
Delaware,DE,10,1980,16.33,132.77,47.33,40.62
Delaware,DE,10,1981,7.04,142.13,50.66,43.48
Delaware,DE,10,1982,2.22,145.28,51.78,44.45
Delaware,DE,10,1983,6.52,154.76,55.16,47.35
Delaware,DE,10,1984,8.97,168.64,60.11,51.59
Delaware,DE,10,1985,7.64,181.52,64.7,55.53
Delaware,DE,10,1986,9.73,199.19,71,60.94
Delaware,DE,10,1987,11.37,221.84,79.07,67.87
Delaware,DE,10,1988,12.44,249.45,88.91,76.32
Delaware,DE,10,1989,9.47,273.06,97.33,83.54
Delaware,DE,10,1990,2.75,280.56,100,85.83
Delaware,DE,10,1991,1.22,283.98,101.22,86.88
Delaware,DE,10,1992,0.36,285.01,101.59,87.2
Delaware,DE,10,1993,-0.33,284.07,101.25,86.91
Delaware,DE,10,1994,-1.29,280.41,99.95,85.79
Delaware,DE,10,1995,-0.02,280.37,99.93,85.78
Delaware,DE,10,1996,1.73,285.23,101.67,87.26
Delaware,DE,10,1997,1.29,288.91,102.98,88.39
Delaware,DE,10,1998,2.42,295.89,105.46,90.52
Delaware,DE,10,1999,3.59,306.52,109.26,93.78
Delaware,DE,10,2000,6.64,326.86,116.51,100
Delaware,DE,10,2001,7.05,349.89,124.71,107.05
Delaware,DE,10,2002,7.07,374.61,133.53,114.61
Delaware,DE,10,2003,6.59,399.31,142.33,122.16
Delaware,DE,10,2004,13.1,451.62,160.97,138.17
Delaware,DE,10,2005,16.08,524.23,186.86,160.38
Delaware,DE,10,2006,8.98,571.33,203.64,174.79
Delaware,DE,10,2007,2.51,585.65,208.75,179.17
Delaware,DE,10,2008,-3.01,568.04,202.47,173.79
Delaware,DE,10,2009,-6.67,530.15,188.96,162.19
Delaware,DE,10,2010,-4.82,504.61,179.86,154.38
Delaware,DE,10,2011,-5.59,476.39,169.8,145.75
Delaware,DE,10,2012,-2.87,462.7,164.92,141.56
Delaware,DE,10,2013,0.77,466.25,166.19,142.64
Delaware,DE,10,2014,2.34,477.18,170.08,145.99
Delaware,DE,10,2015,2.23,487.82,173.87,149.24
Delaware,DE,10,2016,2.04,497.76,177.42,152.28
Delaware,DE,10,2017,1.93,507.38,180.85,155.23
Delaware,DE,10,2018,3.92,527.27,187.94,161.31
Delaware,DE,10,2019,3.46,545.51,194.44,166.89
Delaware,DE,10,2020,3.28,563.43,200.83,172.38
Delaware,DE,10,2021,10.72,623.85,222.36,190.86
Delaware,DE,10,2022,14.07,711.6,253.64,217.71
Delaware,DE,10,2023,8.16,769.64,274.33,235.46
District of Columbia,DC,11,1975,.,100,25.97,20.29
District of Columbia,DC,11,1976,12.98,112.98,29.34,22.93
District of Columbia,DC,11,1977,16.32,131.42,34.13,26.67
District of Columbia,DC,11,1978,19.51,157.06,40.78,31.87
District of Columbia,DC,11,1979,17.41,184.39,47.88,37.42
District of Columbia,DC,11,1980,8.97,200.94,52.18,40.78
District of Columbia,DC,11,1981,-0.98,198.97,51.67,40.38
District of Columbia,DC,11,1982,-11.09,176.91,45.94,35.9
District of Columbia,DC,11,1983,13.76,201.26,52.26,40.84
District of Columbia,DC,11,1984,7,215.35,55.92,43.7
District of Columbia,DC,11,1985,6.24,228.78,59.41,46.43
District of Columbia,DC,11,1986,8.42,248.05,64.41,50.34
District of Columbia,DC,11,1987,11.8,277.33,72.02,56.28
District of Columbia,DC,11,1988,18.82,329.53,85.57,66.88
District of Columbia,DC,11,1989,12.68,371.3,96.42,75.35
District of Columbia,DC,11,1990,3.71,385.09,100,78.15
District of Columbia,DC,11,1991,0.37,386.51,100.37,78.44
District of Columbia,DC,11,1992,1.77,393.36,102.15,79.83
District of Columbia,DC,11,1993,-1.39,387.88,100.72,78.72
District of Columbia,DC,11,1994,-1.17,383.36,99.55,77.8
District of Columbia,DC,11,1995,-2.02,375.61,97.54,76.23
District of Columbia,DC,11,1996,2.13,383.62,99.62,77.85
District of Columbia,DC,11,1997,-0.55,381.5,99.07,77.42
District of Columbia,DC,11,1998,4.93,400.3,103.95,81.24
District of Columbia,DC,11,1999,7.05,428.5,111.27,86.96
District of Columbia,DC,11,2000,14.99,492.74,127.96,100
District of Columbia,DC,11,2001,16.23,572.73,148.73,116.23
District of Columbia,DC,11,2002,14.01,652.97,169.56,132.52
District of Columbia,DC,11,2003,10.41,720.92,187.21,146.31
District of Columbia,DC,11,2004,18.27,852.63,221.41,173.04
District of Columbia,DC,11,2005,24.92,1065.07,276.58,216.15
District of Columbia,DC,11,2006,11.88,1191.61,309.44,241.83
District of Columbia,DC,11,2007,2.68,1223.53,317.72,248.31
District of Columbia,DC,11,2008,-5.78,1152.83,299.37,233.96
District of Columbia,DC,11,2009,-5.61,1088.16,282.57,220.84
District of Columbia,DC,11,2010,-0.01,1088.05,282.54,220.81
District of Columbia,DC,11,2011,1.03,1099.25,285.45,223.09
District of Columbia,DC,11,2012,3.18,1134.21,294.53,230.18
District of Columbia,DC,11,2013,6.97,1213.25,315.06,246.22
District of Columbia,DC,11,2014,9.29,1325.99,344.33,269.1
District of Columbia,DC,11,2015,5.64,1400.71,363.74,284.27
District of Columbia,DC,11,2016,6.68,1494.23,388.02,303.25
District of Columbia,DC,11,2017,4.98,1568.7,407.36,318.36
District of Columbia,DC,11,2018,4.82,1644.31,426.99,333.7
District of Columbia,DC,11,2019,3.84,1707.45,443.39,346.52
District of Columbia,DC,11,2020,2.09,1743.08,452.64,353.75
District of Columbia,DC,11,2021,6.9,1863.34,483.87,378.16
District of Columbia,DC,11,2022,7.69,2006.56,521.06,407.22
District of Columbia,DC,11,2023,-1.94,1967.71,510.97,399.34
Florida,FL,12,1975,.,100,47.31,35.48
Florida,FL,12,1976,-2.22,97.78,46.26,34.7
Florida,FL,12,1977,4.88,102.55,48.52,36.39
Florida,FL,12,1978,11.08,113.91,53.9,40.42
Florida,FL,12,1979,13.5,129.29,61.17,45.88
Florida,FL,12,1980,11.59,144.27,68.26,51.19
Florida,FL,12,1981,5.07,151.59,71.72,53.79
Florida,FL,12,1982,-0.09,151.45,71.66,53.74
Florida,FL,12,1983,14.2,172.95,81.83,61.37
Florida,FL,12,1984,2.61,177.47,83.97,62.97
Florida,FL,12,1985,0.94,179.14,84.76,63.57
Florida,FL,12,1986,3.96,186.24,88.12,66.09
Florida,FL,12,1987,2.41,190.72,90.24,67.68
Florida,FL,12,1988,4.67,199.63,94.45,70.84
Florida,FL,12,1989,4.12,207.86,98.35,73.76
Florida,FL,12,1990,1.68,211.35,100,75
Florida,FL,12,1991,1.41,214.34,101.41,76.06
Florida,FL,12,1992,2.07,218.77,103.51,77.63
Florida,FL,12,1993,1.77,222.64,105.34,79
Florida,FL,12,1994,0.86,224.56,106.25,79.68
Florida,FL,12,1995,2.62,230.44,109.03,81.77
Florida,FL,12,1996,2.47,236.12,111.72,83.79
Florida,FL,12,1997,2.81,242.75,114.86,86.14
Florida,FL,12,1998,4.02,252.5,119.47,89.6
Florida,FL,12,1999,3.45,261.22,123.59,92.69
Florida,FL,12,2000,7.88,281.81,133.34,100
Florida,FL,12,2001,9.65,309.01,146.2,109.65
Florida,FL,12,2002,9.25,337.59,159.73,119.79
Florida,FL,12,2003,8.46,366.15,173.24,129.93
Florida,FL,12,2004,16.34,425.97,201.54,151.15
Florida,FL,12,2005,27.01,541.04,255.99,191.99
Florida,FL,12,2006,16,627.63,296.96,222.71
Florida,FL,12,2007,-2.86,609.7,288.47,216.35
Florida,FL,12,2008,-15.56,514.82,243.58,182.68
Florida,FL,12,2009,-17.75,423.44,200.35,150.26
Florida,FL,12,2010,-9.9,381.52,180.51,135.38
Florida,FL,12,2011,-7.31,353.64,167.32,125.49
